street,latitude,longitude,lrt_stations,lrt_latitude,lrt_longitude,lrt_nearest_distance_m
HILLVIEW RISE,1.3641057456990862,103.76367099249912,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,1529.5861421978868
SWISS VIEW,1.347042770674402,103.7907314114226,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3878.641189229044
GEYLANG EAST AVENUE 1,1.3172278260998425,103.88501590534123,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,7532.103761116019
CENTRAL BOULEVARD,1.2803449800408624,103.8521432776598,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,12515.630877022864
DAKOTA CRESCENT,1.3063591636500222,103.88705800833768,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,8684.537462352235
SIMEI STREET 4,1.3414531558603515,103.95567693663811,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7332.312326641869
CHIN SWEE ROAD,1.2861077603445534,103.83957867557254,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,12390.108658390103
CHUN TIN ROAD,1.3414820114602612,103.77337887231984,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3839.0758376185977
MOUNT SOPHIA,1.3005048366887535,103.84769412298188,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10594.377919389432
BROOKVALE DRIVE,1.329273637813376,103.77013712751192,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5183.285232606326
TOH YI ROAD,1.337998692592658,103.77087843751774,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4217.2181366287805
COVE WAY,1.239948546945672,103.8382528117812,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,16803.424432128893
HOLLAND ROAD,1.318464639500046,103.77985852432175,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6448.357254822296
TANJONG RHU ROAD,1.2974619167226888,103.87414832700462,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9931.658009110468
EASTWOOD ROAD,1.3209884192320394,103.95588211994176,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9172.829083648498
HARBOURFRONT AVENUE,1.2646100024421698,103.8170466137331,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,13343.18971569048
CASHEW ROAD,1.3705870004824332,103.7680788913083,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,708.4264490351201
EASTWOOD ROAD,1.321762216535176,103.95857344908158,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9307.164992582831
JALAN HAJIJAH,1.3128753965898088,103.9347812676138,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8654.932629381197
HINDHEDE DRIVE,1.3473421178950844,103.77586402894616,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3224.7977557272397
JALAN LOYANG BESAR,1.3793919518401545,103.96368774531622,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,5546.448146281061
DUCHESS ROAD,1.3240431455793449,103.80702826403868,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7001.668155716093
FARRER DRIVE,1.314413613753148,103.80716648587824,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7908.6337038846395
PARK VALE,1.329995136711343,103.81162319816396,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6797.568724383868
COVE DRIVE,1.239926934052075,103.8313831937824,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,16480.645420444376
CANBERRA DRIVE,1.4415366581999132,103.8277712803094,THANGGAM LRT STATION (SW4),1.39731815581938,103.875635154729,7230.424447913203
LOYANG BESAR CLOSE,1.3776386181760338,103.95786819293676,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,5001.902555804263
ARTHUR ROAD,1.2995893530595894,103.88803342433518,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9414.895075842736
COVE WAY,1.2407659898460264,103.8396404850768,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,16791.889865769386
JALAN LOYANG BESAR,1.3804064604169608,103.96418993692218,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,5567.276901177459
OCEAN WAY,1.246513532437128,103.84306431897971,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,16376.637837729693
JALAN EUNOS,1.329367202028861,103.90579132382312,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6049.530787641722
CAIRNHILL CIRCLE,1.3072617551107582,103.83853627438268,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10258.156019412934
LENGKONG TUJOH,1.3295168935379458,103.91486541837016,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6182.116611019537
HUME AVENUE,1.3567163573703604,103.76701130616546,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,2198.7679537299637
SOUTH BUONA VISTA ROAD,1.281158607858522,103.7877599736322,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10661.393947791817
UPPER EAST COAST ROAD,1.3167080372675124,103.94078178768852,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8585.467087049445
WALSHE ROAD,1.312461730868946,103.82730294808748,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9405.8637503069
WEST COAST WALK,1.3108846759079051,103.7627451324895,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7277.113399439487
SCOTTS ROAD,1.3123651771250782,103.83672249545704,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9834.892254846582
ELIAS ROAD,1.3742995580471469,103.9403136035033,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,3495.529074442667
FERNWOOD TERRACE,1.3094462797500082,103.9250257563184,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8621.132308073764
AMBER GARDENS,1.3006134093230262,103.89840875177993,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9225.731194677533
MANGIS ROAD,1.3133229718786543,103.90436040239356,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7814.203150172253
MARIAM WAY,1.3584100466514737,103.96826325407515,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7039.371110877324
AMBER GARDENS,1.300377886467433,103.89920938524934,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9248.084317226054
SPOTTISWOODE PARK ROAD,1.2752711522384153,103.83683222509148,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,13328.294124596854
SIGLAP ROAD,1.3173237968458804,103.92306432545251,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7724.558675136101
ANG MO KIO AVENUE 1,1.355633252161094,103.85881743866784,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,4456.2557337512435
ST. THOMAS WALK,1.2961434797928837,103.83629245403782,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11428.686338815482
FARRER ROAD,1.3151635194234077,103.80567742611277,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7754.0059227474685
BALMORAL PARK,1.3154679822374775,103.83008177347904,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9372.991171717087
HOLLAND HILL,1.3098480860109671,103.80220212361203,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8098.28507294555
LEEDON HEIGHTS,1.3124399204954105,103.80340250179934,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7899.423541248995
ANAMALAI AVENUE,1.3308208573727107,103.7941582357256,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5621.41102746502
BUKIT TIMAH ROAD,1.3332359548709674,103.78527471772183,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4993.428503292009
BALMORAL PARK,1.3149898777426918,103.82929382020788,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9350.11695231366
DUNEARN ROAD,1.3376843983390565,103.7801479546432,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4365.2653128953625
UPPER EAST COAST ROAD,1.313679411367598,103.93463486996842,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8567.402198188023
PASIR PANJANG ROAD,1.2910203128569078,103.77405714193232,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9416.775928474119
HOW SUN DRIVE,1.345038192336694,103.87912511808916,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,4777.824813617466
SALAM WALK,1.32101857559979,103.95029837226002,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8778.333830267125
ALEXANDRA ROAD,1.2896664711165793,103.80485518691724,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10266.288676371578
JALAN REMAJA,1.3577310754158536,103.76172181891128,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,2238.4414237108426
SEMBAWANG ROAD,1.436645948492419,103.82483629951471,THANGGAM LRT STATION (SW4),1.39731815581938,103.875635154729,7132.280745773278
HUME AVENUE,1.3572857581591842,103.76511051117724,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,2193.8537036823773
RIVER VALLEY ROAD,1.2955629713936645,103.8342354794008,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11335.494023159816
HUME AVENUE,1.35365737092128,103.76794817948895,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,2512.7423184621034
THOMSON ROAD,1.3247872940057184,103.84086441961566,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8402.805074690252
FLORA DRIVE,1.3583423411285631,103.9644000165503,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6694.209905978183
HOLLAND HILL,1.3090945870594226,103.80217303971732,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8172.410180443778
SHELFORD ROAD,1.3255880586586544,103.81164692752829,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7172.217892572459
CAIRNHILL ROAD,1.3047684115971403,103.83790095199149,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10538.731578547593
FOO KIM LIN ROAD,1.3289971894107384,103.90686516877624,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6099.310468403659
GRANGE ROAD,1.3043775028426732,103.82265946147584,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9781.519675502905
JALAN RAJA UDANG,1.328531965103101,103.84242186485942,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7955.938644700793
RIVER VALLEY CLOSE,1.2942408571855462,103.83676730367198,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11625.343203010874
PASIR PANJANG ROAD,1.2871187538210669,103.7801294294808,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9892.403455829774
NASSIM HILL,1.3064122994722085,103.82313607291871,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9631.60352101631
HOLLAND ROAD,1.3128973523382208,103.7948899332995,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7470.682788145569
UPPER THOMSON ROAD,1.3813560594065604,103.82742465915646,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5563.359855111082
CAIRNHILL CIRCLE,1.305821539828533,103.83884790955884,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10389.662840681782
CORONATION ROAD WEST,1.319764793066907,103.79525287587342,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6780.996599081507
SUNSET WAY,1.324029572386451,103.76629837541128,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5788.049039705649
AMBER ROAD,1.3018891012495986,103.9014429575936,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9075.306870218064
TAMPINES ROAD,1.3615309439303391,103.88940974911468,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,2655.636162075327
HILLVIEW AVENUE,1.3531550971131354,103.76067985584686,TECK WHYE LRT STATION (BP4),1.37668467920808,103.753712232337,2714.8748698488985
MEI HWAN DRIVE,1.352875440966724,103.86229121689082,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,4586.987204732104
MEYER ROAD,1.2968807034154954,103.89050413805342,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9687.693596037418
FLORA ROAD,1.3601576433642224,103.96516522421317,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6645.9153455600745
JALAN HAJIJAH,1.3127665354587357,103.93597771140128,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8722.373934677395
PANDAN VALLEY,1.3186436360411529,103.77805113768852,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6401.939365473726
AMBER GARDENS,1.3019684122383812,103.89906723219322,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9072.929212729328
MEYER ROAD,1.2962024695119896,103.8929233864393,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9745.63273000217
SIMON LANE,1.3628862084977889,103.88380647368808,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,2740.313290709265
BEDOK ROAD,1.3215119258721364,103.95443640619116,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9024.543865814492
ONAN ROAD,1.3058747690451344,103.90390115609942,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8636.188339111304
LORONG PUNTONG,1.3600261697301763,103.8311116820121,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,6140.864882083893
FLORA DRIVE,1.359296979607128,103.96440792459887,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6632.381423266266
PASIR PANJANG ROAD,1.2908707415753091,103.7700665634482,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9429.110101374023
FLORA DRIVE,1.3590532090063778,103.96518906179232,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6718.637619306927
LORONG M TELOK KURAU,1.310617438905314,103.91438771546682,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8221.933074183862
FLORA ROAD,1.3599540528604537,103.96666554809674,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6796.210873919636
LORONG K TELOK KURAU,1.312083721716034,103.9086431156022,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7979.648141931485
JOO CHIAT ROAD,1.3045088314796467,103.9054509230918,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8792.543812496533
TANJONG RHU ROAD,1.2967048620096373,103.88276868821836,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9810.732508389285
MANDALAY ROAD,1.323274343296016,103.84883501543828,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8179.641994475772
AKYAB ROAD,1.3243471220803316,103.84840171382292,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8088.133306881331
NASSIM ROAD,1.3066334987129389,103.8259449545968,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9802.97333914722
JALAN DATOH,1.3286065657817034,103.84328339511946,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7903.638022066664
ANDERSON ROAD,1.3127642929521408,103.82909641963585,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9514.714091715101
BALMORAL ROAD,1.3171149855412625,103.83435097157091,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9495.244155385128
KIM SENG ROAD,1.291981118376208,103.83426190992216,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11651.133265111941
BALMORAL ROAD,1.314326316597589,103.8310652135156,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9539.785035477844
MOUNT EMILY ROAD,1.3035107319910428,103.84913479433888,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10229.31618756639
MOUNT SINAI RISE,1.3160799826264378,103.7760882242661,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6662.3555949784795
SHELFORD ROAD,1.3292338162936674,103.8106287362676,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6789.038188206404
EWE BOON ROAD,1.3172583802986624,103.83103894855346,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9308.165850634232
THOMSON LANE,1.3316588951527966,103.8417091672058,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7692.637013819777
KIM SENG WALK,1.295238545698663,103.83101238610922,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11146.06839765527
PAYA LEBAR ROAD,1.3304971466981648,103.888409268738,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,6021.803672861823
JALAN DAUD,1.3274587161086722,103.9105765252894,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6316.281215628291
HOLLAND HILL,1.3098519986057855,103.79988955659071,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7991.852696201822
RIVER VALLEY CLOSE,1.2951063977269168,103.83790858680408,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11523.126389246736
TANGLIN HILL,1.3009674167470626,103.81753102816744,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9777.555294516138
KIM TIAN ROAD,1.284776733735535,103.82845896349616,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11940.29185266293
WALSHE ROAD,1.312965409236908,103.82735762775822,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9368.30037271642
JALAN RAMA RAMA,1.328393473530496,103.84924168947973,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7639.590928585671
KIM SENG ROAD,1.2947472758822889,103.83262392596008,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11297.212685253695
LENGKONG EMPAT,1.3289934466263629,103.91347731738936,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6205.484545914882
WEST COAST ROAD,1.295763136431813,103.76612227974272,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8905.579510087648
JERVOIS ROAD,1.2941930917743194,103.82324723262764,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10750.355400313634
QUEENSWAY,1.3084409034783064,103.80192943833792,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8226.747387947318
PASIR PANJANG HILL,1.2819371751255195,103.78396972782951,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10511.583399763509
KHIANG GUAN AVENUE,1.317108640034879,103.84274308712008,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9073.12332740141
BALMORAL CRESCENT,1.316290681454677,103.8343668250874,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9573.853783809058
SHELFORD ROAD,1.326193125343767,103.81205601229212,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7149.026675318176
BUKIT TIMAH ROAD,1.3182810789992652,103.82938252045555,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9097.44734720098
WOODLEIGH CLOSE,1.3366954941831672,103.86759945348096,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,6094.049975775272
JERVOIS CLOSE,1.292911887550062,103.8250716320948,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10979.437891902913
HOLLAND HILL,1.3088776917542484,103.80046884228952,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8116.372537229038
SUFFOLK WALK,1.315714279335682,103.84385406556534,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9164.421745323783
JALAN MUTIARA,1.2963025208331982,103.82779412461208,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10840.151270979997
ADAM ROAD,1.3283914295772057,103.81275116991164,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7013.654785170773
KITCHENER LINK,1.3111053584462398,103.85747986080035,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,9136.476171029855
CLAYMORE ROAD,1.3091282955155026,103.83160844919902,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10000.148319654329
JALAN DAUD,1.3263529465201742,103.90890023813304,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6412.969460393498
WILBY ROAD,1.3321774182084023,103.78922865075616,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5255.911503610187
KIM SENG ROAD,1.2956513188980514,103.83223684890255,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11191.569425309977
NATHAN ROAD,1.2963802453841802,103.82634187128964,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10740.096059164869
EAST COAST ROAD,1.309837284262665,103.91488201512036,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8316.174252087576
TOH TUCK ROAD,1.3414133254451417,103.7663936043934,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3877.4565339847545
WEST COAST PARK,1.3190176730590386,103.75538870759289,TECK WHYE LRT STATION (BP4),1.37668467920808,103.753712232337,6379.257866740266
MEYER ROAD,1.2967094109666664,103.89419155242042,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9683.747358587148
FORT ROAD,1.2986883136222924,103.88485340345063,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9558.3514135573
SIN MING AVENUE,1.3609906048215512,103.82897435585608,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,6278.500273744861
BUKIT TIMAH ROAD,1.3339376166609906,103.78754343259988,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5005.549627121566
TOH TUCK ROAD,1.3412365404544349,103.7677434540576,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3878.784788669246
EAST COAST ROAD,1.3082725775863595,103.91900309757196,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8574.797681843773
MARYMOUNT TERRACE,1.3510425976381049,103.84082249722938,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5999.36976358986
PASIR PANJANG HILL,1.2831845476963577,103.78468469405765,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10386.072078479341
HUME AVENUE,1.3555594537780145,103.76770978283687,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,2309.295027888735
TAMPINES ROAD,1.3617773209496236,103.89166751993284,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,2558.149506594665
NIM ROAD,1.3810533872767183,103.86380542082298,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,1835.9889432063658
JALAN ULU SEMBAWANG,1.437089818671596,103.82484610622994,THANGGAM LRT STATION (SW4),1.39731815581938,103.875635154729,7161.450063179523
JALAN MATA AYER,1.4262061247708449,103.8242387270507,THANGGAM LRT STATION (SW4),1.39731815581938,103.875635154729,6551.215489527065
HILLVIEW AVENUE,1.3610177129584995,103.76557431654288,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,1787.4665195906468
MEYER ROAD,1.2962567351572143,103.89164615525355,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9747.610622444336
LORONG G TELOK KURAU,1.317435353130028,103.9108380164418,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7418.048434890566
BUKIT BATOK EAST AVENUE 6,1.346217216107747,103.76557345231116,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3368.250985907624
JALAN TUA KONG,1.3133888629163528,103.92635776293648,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8252.539185034246
YIO CHU KANG ROAD,1.3816207211577556,103.83621963961116,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,4603.5165807252715
BUKIT TIMAH ROAD,1.3347026573289384,103.78441416321492,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4809.618843658408
BALMEG HILL,1.28245747065198,103.78383561134912,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10452.569032664223
HILLVIEW AVENUE,1.3586849903903868,103.76219804601683,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,2130.0609347571094
MEYER ROAD,1.2982443018859686,103.8934318603559,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9517.474770261739
HILLVIEW AVENUE,1.364863996566337,103.76605122378092,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,1374.6343869721015
HILLVIEW AVENUE,1.362556906730961,103.7652338091204,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,1644.499335858303
JALAN MAT JAMBOL,1.2794076452222365,103.79365746647711,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10982.28038568267
CHAY YAN STREET,1.2821515446939518,103.83010164258611,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,12283.343306739811
AMBER ROAD,1.301256235401773,103.90082608797512,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9146.19397583604
MARTIA ROAD,1.3066666543761287,103.9113984642527,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8607.366070472015
HACIENDA GROVE,1.314536366922109,103.92704934620134,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8158.405722774503
UPPER CHANGI ROAD EAST,1.3453742275330882,103.96384456990968,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7594.839699520374
TANJONG RHU ROAD,1.2984373006288634,103.88440802105823,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9593.047167170142
FLORA ROAD,1.3590699375939534,103.96659130939598,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,6844.89372057155
UPPER BUKIT TIMAH ROAD,1.3527409861541675,103.7676268398196,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,2618.3024025684504
TOH TUCK ROAD,1.338641360636978,103.7693787133656,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4151.229708365871
LLOYD ROAD,1.296946334847533,103.83925067113636,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11278.969156842457
ST. THOMAS WALK,1.2967418593410616,103.83688372399918,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11398.793046614619
ORANGE GROVE ROAD,1.3137810520144186,103.82501869017734,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9128.57766173704
JALAN TAMAN,1.3255340175668864,103.86549809329568,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,7318.606405993962
JALAN RUMBIA,1.2945898860237863,103.84236508163708,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11402.416275925625
FIFTH AVENUE,1.3299055751248463,103.79582246193668,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5796.804449940953
RIDGEWOOD CLOSE,1.317407577680385,103.77772068838895,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6533.532421041964
LENGKONG TIGA,1.3284750503694474,103.91245575476654,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6239.896390782288
FARRER ROAD,1.3147965797587762,103.80755261397388,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7894.018089604871
DALVEY ROAD,1.3162627141963044,103.8251896181344,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8935.890066602175
PASIR PANJANG ROAD,1.279250564159759,103.7871543349464,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10858.101128520513
LORONG 1 TOA PAYOH,1.3305089313159628,103.84367307184002,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7697.473947349192
ARDMORE PARK,1.3098017857996542,103.8275401838324,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9645.130409251691
BALMORAL ROAD,1.3138786395422408,103.82977333020588,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9475.943807370148
TAMAN WARNA,1.3107935464799865,103.7994608573968,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7877.352321623603
ST. MICHAEL'S ROAD,1.324703878952848,103.86460898302938,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,7441.451155798038
THOMSON ROAD,1.3283636088453028,103.84141836235712,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8025.766215530909
PASIR PANJANG ROAD,1.2805151467181453,103.78544338318171,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10690.395277828295
