target_price,area,floorRange,noOfUnits,typeOfSale,district,typeOfArea,street,project,marketSegment,contract_date_dt,days_since_1st_trans,age_bin,tenure_bin,latitude,longitude
1238000,76.0,Floor 11-15,1,3,19,Strata,SERANGOON AVENUE 2,SUNGLADE,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3489758319129923,103.87098454662382
1390000,99.0,Floor 01-05,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1600000,86.0,Floor 06-10,1,3,8,Strata,JELLICOE ROAD,CITYLIGHTS,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3082758122416234,103.86311741978174
1500000,90.0,Floor 06-10,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
975000,43.0,Floor 06-10,1,3,3,Strata,COMMONWEALTH AVENUE,COMMONWEALTH TOWERS,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2954634291932612,103.80651578015957
1000000,78.0,Floor 01-05,1,3,27,Strata,MILTONIA CLOSE,THE MILTONIA RESIDENCES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.4168204043347123,103.84895919261663
1910888,63.0,Floor 21-25,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1097000,62.0,Floor 16-20,1,3,28,Strata,FERNVALE STREET,PARC BOTANNIA,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.397993195752828,103.87526975834919
1520000,103.0,Floor 06-10,1,3,19,Strata,UPPER SERANGOON CRESCENT,RIVERSAILS,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3781199534518025,103.90229625163276
833000,45.0,Floor 11-15,1,2,18,Strata,TAMPINES LANE,TREASURE AT TAMPINES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3450856145544043,103.94795095439748
1240000,103.0,Floor 16-20,1,3,23,Strata,BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3520262739382232,103.75737216619596
960000,80.0,Floor 01-05,1,3,27,Strata,MILTONIA CLOSE,THE MILTONIA RESIDENCES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.4168204043347123,103.84895919261663
950000,87.0,Floor 06-10,1,3,25,Strata,ROSEWOOD DRIVE,CASABLANCA,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.4300288769417642,103.78557894535953
1981099,71.0,Floor 26-30,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1540000,111.0,Floor 11-15,1,3,27,Strata,YISHUN AVENUE 1,THE ESTUARY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.411048263337103,103.8325132450678
1450000,109.0,Floor 01-05,1,3,19,Strata,COMPASSVALE BOW,THE QUARTZ,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3804694925529364,103.89431845228441
1800000,128.0,Floor 06-10,1,3,21,Strata,BUKIT DRIVE,THE RAINTREE,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3482758033093507,103.77454073794398
998000,46.0,Floor 01-05,1,3,22,Strata,GATEWAY DRIVE,J GATEWAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3362963694280345,103.74173137219344
2438888,129.0,Floor 06-10,1,3,5,Strata,WEST COAST WAY,CARABELLE,OCR,2024-01-01,610,"(79.8, 99.5]",956 yrs,1.3172517267545043,103.75626041175792
4855000,161.0,Floor 06-10,1,3,9,Strata,MARTIN PLACE,MARTIN MODERN,CCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2934966639402599,103.83810491011175
1590000,131.0,Floor 11-15,1,3,23,Strata,HILLVIEW RISE,KINGSFORD . HILLVIEW PEAK,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.364790399712292,103.76416893366392
2230000,124.0,Floor 06-10,1,3,23,Strata,HAZEL PARK TERRACE,HAZEL PARK CONDOMINIUM,OCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.3723880055314546,103.76468656992647
2222000,128.0,Floor 11-15,1,3,23,Strata,HAZEL PARK TERRACE,HAZEL PARK CONDOMINIUM,OCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.3723880055314546,103.76468656992647
2920000,171.0,Floor 01-05,1,3,10,Strata,DUCHESS AVENUE,DUCHESS CREST,CCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3246642552344807,103.80299150928501
2550000,125.0,Floor 01-05,1,3,10,Strata,DUCHESS AVENUE,DUCHESS CREST,CCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3246642552344807,103.80299150928501
1700000,142.0,Floor 01-05,1,3,27,Strata,YISHUN AVENUE 1,THE ESTUARY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.411048263337103,103.8325132450678
1570000,72.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,DAINTREE RESIDENCE,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3396867131474919,103.77094144115543
1750000,109.0,Floor 06-10,1,3,15,Strata,HAIG ROAD,DUNMAN VIEW,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.309953699807114,103.89707388644123
1185000,82.0,Floor 11-15,1,3,19,Strata,UPPER SERANGOON CRESCENT,RIVERSAILS,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3781199534518025,103.90229625163276
1030000,58.0,Floor 01-05,1,3,21,Strata,JALAN JURONG KECHIL,TERRENE AT BUKIT TIMAH,RCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.341729902028196,103.77047712595181
1955000,140.0,Floor 01-05,1,3,20,Strata,SIN MING WALK,BISHAN PARK CONDOMINIUM,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3664480514304564,103.83096876868414
2500000,133.0,Floor 01-05,1,3,14,Strata,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.306828432359795,103.88897282542547
1530000,69.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,DAINTREE RESIDENCE,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3396867131474919,103.77094144115543
1550000,69.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,DAINTREE RESIDENCE,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3396867131474919,103.77094144115543
1200000,54.0,Floor 01-05,1,3,4,Strata,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.266382684175158,103.81706844553605
1810000,85.0,Floor 06-10,1,3,4,Strata,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.266382684175158,103.81706844553605
1370000,104.0,Floor 06-10,1,3,27,Strata,YISHUN AVENUE 1,THE ESTUARY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.411048263337103,103.8325132450678
1550000,70.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,DAINTREE RESIDENCE,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3396867131474919,103.77094144115543
1700000,108.0,Floor 01-05,1,3,20,Strata,BISHAN STREET 21,BISHAN 8,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3494764448904357,103.84703812427306
1350000,116.0,Floor 06-10,1,3,23,Strata,CHOA CHU KANG LOOP,THE WARREN,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3865270993765182,103.74334198431248
1608000,128.0,Floor 01-05,1,3,19,Strata,UPPER SERANGOON VIEW,RIO VISTA,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3735640310835397,103.90169249524583
2938800,137.0,Floor 36-40,1,3,3,Strata,ALEXANDRA VIEW,ASCENTIA SKY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2909510371358541,103.81700026563036
4700000,287.0,Floor 21-25,1,3,3,Strata,ALEXANDRA VIEW,ASCENTIA SKY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2909510371358541,103.81700026563036
1380000,123.0,Floor 11-15,1,3,16,Strata,TANAH MERAH KECHIL ROAD,THE TANAMERA,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3270870992370192,103.94274908760974
788000,52.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
740000,50.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
1880000,122.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,RIPPLE BAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3772798784267661,103.96099513407171
1560000,133.0,Floor 06-10,1,3,23,Strata,HONG SAN WALK,PALM GARDENS,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.378074569438784,103.74788171381469
1780000,130.0,Floor 01-05,1,3,19,Strata,PUNGGOL WALK,A TREASURE TROVE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.4057553714731503,103.90028350113974
2673888,106.0,Floor 11-15,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
2977603,106.0,Floor 26-30,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
750000,51.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
2580000,159.0,Floor 01-05,1,3,4,Strata,OCEAN DRIVE,THE OCEANFRONT @ SENTOSA COVE,CCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2444030379301774,103.84251846914482
1450000,106.0,Floor 01-05,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
1800000,134.0,Floor 01-05,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
1282800,84.0,Floor 01-05,1,3,14,Strata,JALAN EUNOS,EUHABITAT,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3275838505606163,103.9074288852449
1290000,91.0,Floor 11-15,1,3,16,Strata,BAYSHORE ROAD,THE BAYSHORE,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.31261384042124,103.9393340072967
3200000,138.0,Floor 06-10,1,3,15,Strata,MARINE PARADE ROAD,SILVERSEA,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2999959196569835,103.90310061621811
940000,55.0,Floor 01-05,1,2,18,Strata,TAMPINES LANE,TREASURE AT TAMPINES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3450856145544043,103.94795095439748
1250000,103.0,Floor 11-15,1,3,23,Strata,BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3520262739382232,103.75737216619596
1610000,148.0,Floor 16-20,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
2693888,106.0,Floor 11-15,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
2228000,121.0,Floor 01-05,1,3,5,Strata,WEST COAST WAY,CARABELLE,OCR,2024-01-01,610,"(79.8, 99.5]",956 yrs,1.3172517267545043,103.75626041175792
2516888,100.0,Floor 11-15,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1920000,89.0,Floor 36-40,1,3,3,Strata,ALEXANDRA VIEW,ASCENTIA SKY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2909510371358541,103.81700026563036
888000,46.0,Floor 06-10,1,3,22,Strata,GATEWAY DRIVE,J GATEWAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3362963694280345,103.74173137219344
1326000,63.0,Floor 01-05,1,3,22,Strata,GATEWAY DRIVE,J GATEWAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3362963694280345,103.74173137219344
5400000,328.0,Floor 01-05,1,3,15,Strata,TANJONG RHU ROAD,CAMELOT BY-THE-WATER,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.2976912554151645,103.87584688669419
950000,60.0,Floor 01-05,1,3,5,Strata,WEST COAST ROAD,CLEMENTIWOODS CONDOMINIUM,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2967373466317613,103.76819367598495
1300000,113.0,Floor 01-05,1,3,16,Strata,TANAH MERAH KECHIL ROAD,EAST MEADOWS,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3286349483860218,103.9446810515058
1290000,90.0,Floor 06-10,1,3,20,Strata,PEMIMPIN DRIVE,SEASONS VIEW,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3521703128454758,103.84096637602696
830000,51.0,Floor 06-10,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
775000,49.0,Floor 16-20,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
1638000,108.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,RIPPLE BAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3772798784267661,103.96099513407171
2065000,80.0,Floor 01-05,1,3,10,Strata,RIVER VALLEY ROAD,RV RESIDENCES,CCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.2943410506219957,103.82844028238412
870000,54.0,Floor 06-10,1,3,16,Strata,BEDOK RESERVOIR ROAD,WATERFRONT GOLD,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3378707096893736,103.92851470697272
1240000,88.0,Floor 11-15,1,3,19,Strata,EDGEDALE PLAINS,RIVER ISLES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3970455925093976,103.91371813155966
713000,45.0,Floor 06-10,1,3,18,Strata,PASIR RIS LINK,RIPPLE BAY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3772798784267661,103.96099513407171
840000,47.0,Floor 11-15,1,3,5,Strata,WEST COAST CRESCENT,SEAHILL,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2989145936878803,103.76445303124956
985000,42.0,Floor 01-05,1,3,10,Strata,RIVER VALLEY ROAD,RV RESIDENCES,CCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.2943410506219957,103.82844028238412
6300000,239.0,Floor 01-05,1,3,4,Strata,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.266382684175158,103.81706844553605
970000,68.0,Floor 01-05,1,3,19,Strata,UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3760117099323512,103.90242737356935
1239800,87.0,Floor 11-15,1,3,16,Strata,BAYSHORE ROAD,BAYSHORE PARK,OCR,2024-01-01,610,"(40.4, 60.1]",99 yrs,1.3107719329792031,103.93797790760594
2430000,124.0,Floor 01-05,1,2,13,Strata,POTONG PASIR AVENUE 1,THE TRE VER,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3364923386851888,103.86562886475465
5661000,233.0,Floor 11-15,1,3,4,Strata,COVE WAY,CAPE ROYALE,CCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2407659898460264,103.83964048507681
2050000,97.0,Floor 01-05,1,3,9,Strata,ANTHONY ROAD,ORCHARD SCOTTS,CCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3096602531258084,103.83844525690665
1430000,99.0,Floor 06-10,1,3,18,Strata,PASIR RIS GROVE,THE PALETTE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3701355162540982,103.94372780887088
1788888,85.0,Floor 06-10,1,3,15,Strata,AMBER ROAD,THE SHORE RESIDENCES,RCR,2024-01-01,610,"(0.803, 20.7]",103 yrs,1.303365144761378,103.90197413029198
5000000,249.0,Floor 16-20,1,3,1,Strata,CENTRAL BOULEVARD,MARINA BAY SUITES,CCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2803449800408624,103.85214327765979
723000,47.0,Floor 01-05,1,3,18,Strata,PASIR RIS GROVE,THE PALETTE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3701355162540982,103.94372780887088
3000000,163.0,Floor 06-10,1,3,16,Strata,BAYSHORE ROAD,COSTA DEL SOL,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3119948568752398,103.94027285891836
1840000,113.0,Floor 11-15,1,3,19,Strata,HOUGANG STREET 11,THE MINTON,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3514444034172692,103.88181731927492
1960933,63.0,Floor 26-30,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1138000,82.0,Floor 01-05,1,3,18,Strata,PASIR RIS GROVE,THE PALETTE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3701355162540982,103.94372780887088
1398888,92.0,Floor 01-05,1,3,21,Strata,TOH TUCK ROAD,HIGH OAK CONDOMINIUM,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3390465480815834,103.77158775335937
1868000,125.0,Floor 06-10,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
790000,45.0,Floor 06-10,1,3,14,Strata,SIMS DRIVE,SIMS URBAN OASIS,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3195074199446093,103.88100529027756
2456000,151.0,Floor 01-05,1,3,4,Strata,OCEAN DRIVE,THE BERTH BY THE COVE,CCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.2492215480522937,103.84631638503964
2750000,208.0,Floor 26-30,1,3,16,Strata,BAYSHORE ROAD,BAYSHORE PARK,OCR,2024-01-01,610,"(40.4, 60.1]",99 yrs,1.3107719329792031,103.93797790760594
1780000,86.0,Floor 16-20,1,3,3,Strata,DELTA ROAD,DOMAIN 21,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.291840342225601,103.82551253903813
2086732,70.0,Floor 31-35,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1450000,117.0,Floor 06-10,1,3,22,Strata,CORPORATION ROAD,PARC VISTA,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3447771008029061,103.71700553481551
2937687,106.0,Floor 21-25,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
730000,41.0,Floor 01-05,1,3,18,Strata,TAMPINES STREET 86,THE TAPESTRY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3539046355161575,103.92860647866085
1300000,53.0,Floor 01-05,1,3,4,Strata,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.266382684175158,103.81706844553605
765000,41.0,Floor 06-10,1,3,18,Strata,TAMPINES STREET 86,THE TAPESTRY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3539046355161575,103.92860647866085
1332000,75.0,Floor 11-15,1,3,18,Strata,TAMPINES STREET 86,THE TAPESTRY,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3539046355161575,103.92860647866085
970200,65.0,Floor 11-15,1,3,19,Strata,HOUGANG STREET 11,THE MINTON,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3514444034172692,103.88181731927492
1400000,116.0,Floor 01-05,1,3,22,Strata,CORPORATION ROAD,PARC VISTA,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3447771008029061,103.71700553481551
1280000,71.0,Floor 06-10,1,3,22,Strata,JURONG LAKE LINK,LAKEVILLE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3451369788131922,103.72597121361072
3520000,217.0,Floor 16-20,1,3,20,Strata,SIN MING WALK,THE GARDENS AT BISHAN,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.36497333869878,103.83068715829076
1330000,117.0,Floor 01-05,1,3,18,Strata,SIMEI RISE,CHANGI RISE CONDOMINIUM,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.34861038545995,103.96056372190351
1480000,114.0,Floor 06-10,1,3,22,Strata,JURONG EAST AVENUE 1,PARC OASIS,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3441907037770795,103.73336179099852
1050000,68.0,Floor 06-10,1,3,18,Strata,PASIR RIS GROVE,THE PALETTE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3701355162540982,103.94372780887088
1989742,63.0,Floor 31-35,1,1,3,Strata,CHIN SWEE ROAD,THE LANDMARK,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.2861077603445534,103.83957867557254
1860000,114.0,Floor 01-05,1,3,23,Strata,CHESTNUT AVENUE,TREE HOUSE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3704718374284994,103.777207678453
1418888,91.0,Floor 11-15,1,3,19,Strata,HOUGANG STREET 11,THE MINTON,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3514444034172692,103.88181731927492
1300000,112.0,Floor 11-15,1,3,23,Strata,HONG SAN WALK,PALM GARDENS,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.378074569438784,103.74788171381469
1730000,120.0,Floor 06-10,1,3,16,Strata,BAYSHORE ROAD,BAYSHORE PARK,OCR,2024-01-01,610,"(40.4, 60.1]",99 yrs,1.3107719329792031,103.93797790760594
883000,49.0,Floor 11-15,1,3,13,Strata,PHENG GECK AVENUE,SANT RITZ,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3296441028082675,103.8692331129161
1800000,112.0,Floor 06-10,1,3,20,Strata,SIN MING WALK,THE GARDENS AT BISHAN,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.36497333869878,103.83068715829076
890000,49.0,Floor 06-10,1,3,13,Strata,PHENG GECK AVENUE,SANT RITZ,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3296441028082675,103.8692331129161
1860000,83.0,Floor 06-10,1,3,4,Strata,KEPPEL BAY DRIVE,CARIBBEAN AT KEPPEL BAY,RCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.2673609389443514,103.81460470412294
1106000,74.0,Floor 06-10,1,3,18,Strata,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3823276810293526,103.94078168451678
3650000,170.0,Floor 21-25,1,3,10,Strata,LEEDON HEIGHTS,D'LEEDON,CCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3162805968110476,103.80451979423779
1600000,93.0,Floor 06-10,1,3,22,Strata,LAKESIDE DRIVE,THE LAKEFRONT RESIDENCES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3426141871216266,103.71937556720479
1120000,68.0,Floor 01-05,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
918000,46.0,Floor 11-15,1,2,13,Strata,POTONG PASIR AVENUE 1,THE TRE VER,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3364923386851888,103.86562886475465
1460000,94.0,Floor 06-10,1,3,19,Strata,COMPASSVALE ROAD,THE LUXURIE,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3888619645255549,103.89644750029252
1700000,87.0,Floor 26-30,1,3,12,Strata,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.321335334802869,103.86458734279024
4350000,317.0,Floor 01-05,1,3,10,Strata,MOUNT SINAI LANE,GLENTREES,CCR,2024-01-01,610,"(138.9, 158.6]",999 yrs,1.3164462601101783,103.78531577001618
2000000,100.0,Floor 21-25,1,3,12,Strata,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.321335334802869,103.86458734279024
1500000,80.0,Floor 01-05,1,3,13,Strata,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3410912750446702,103.88145756437615
2950000,120.0,Floor 01-05,1,2,21,Strata,RIFLE RANGE ROAD,MAYFAIR MODERN,RCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3375438180246653,103.7814586839175
1750000,140.0,Floor 01-05,1,3,19,Strata,HOUGANG STREET 11,THE MINTON,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3514444034172692,103.88181731927492
1038000,108.0,Floor 11-15,1,3,23,Strata,CHOA CHU KANG NORTH 7,REGENT GROVE,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.3993115194014791,103.74880666612265
1390000,79.0,Floor 01-05,1,3,10,Strata,TANGLIN ROAD,TANGLIN REGENCY,CCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.29197417606614,103.81656975165205
1300000,113.0,Floor 11-15,1,3,23,Strata,HONG SAN WALK,PALM GARDENS,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.378074569438784,103.74788171381469
1860000,114.0,Floor 16-20,1,3,20,Strata,ANG MO KIO CENTRAL 3,GRANDEUR 8,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.376437298613225,103.84672340509034
1180000,55.0,Floor 06-10,1,3,16,Strata,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3248904018879364,103.94484144674203
1700000,111.0,Floor 06-10,1,3,20,Strata,ANG MO KIO CENTRAL 3,GRANDEUR 8,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.376437298613225,103.84672340509034
1165000,97.0,Floor 01-05,1,3,26,Strata,TRANSIT ROAD,FOREST HILLS CONDOMINIUM,OCR,2024-01-01,610,"(20.7, 40.4]",99 yrs,1.4042880284735157,103.81774894855145
718000,41.0,Floor 01-05,1,3,16,Strata,TANAH MERAH KECHIL LINK,URBAN VISTA,OCR,2024-01-01,610,"(0.803, 20.7]",99 yrs,1.3275760895994406,103.9444987913742
